Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2004M03	13.612
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2004M02	12.620
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2004M01	8.140
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2003M12	10.536
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2003M11	14.517
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2003M10	27.739
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2003M09	41.507
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2003M08	50.953
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2003M07	35.302
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2003M06	36.625
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2003M05	34.058
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2003M04	26.615
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2003M03	13.801
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2003M02	7.559
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2003M01	7.475
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2002M12	9.069
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2002M11	11.595
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2002M10	23.035
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2002M09	34.886
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2002M08	46.825
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2002M07	32.133
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2002M06	28.773
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2002M05	28.278
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2002M04	23.155
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2002M03	12.015
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2002M02	7.340
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2002M01	4.598
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2001M12	8.390
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2001M11	10.666
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2001M10	19.882
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2001M09	25.441
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2001M08	39.131
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2001M07	32.838
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2001M06	26.662
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2001M05	22.710
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2001M04	20.740
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2001M03	15.435
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2001M02	13.683
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2001M01	4.912
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2000M12	12.124
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2000M11	11.283
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2000M10	24.508
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2000M09	35.208
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2000M08	41.807
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2000M07	34.173
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2000M06	23.406
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2000M05	23.734
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2000M04	17.391
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2000M03	10.127
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2000M02	5.252
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	2000M01	4.530
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	1999M12	8.380
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	1999M11	9.371
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	1999M10	20.201
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	1999M09	35.897
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	1999M08	34.504
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	1999M07	29.981
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	1999M06	26.502
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	1999M05	20.009
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	1999M04	20.900
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	1999M03	8.533
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	1999M02	5.241
Total Nacional	12 Galicia	15 Coruña, A	Viajero	Total 	Residentes en el Extranjero	1999M01	4.292
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M08	501.311
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M07	395.273
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M06	237.193
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M05	213.272
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M04	218.801
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M03	154.593
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M02	128.646
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M01	90.939
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2021M12	145.928
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2021M11	167.841
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2021M10	244.700
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2021M09	309.445
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2021M08	510.744
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2021M07	360.406
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2021M06	176.101
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2021M05	99.685
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2021M04	75.244
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2021M03	70.103
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2021M02	40.665
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2021M01	45.653
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2020M12	52.413
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2020M11	50.983
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2020M10	99.197
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2020M09	127.287
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2020M08	282.290
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2020M07	196.948
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2020M06	32.393
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2020M05	5.158
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2020M04	0
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2020M03	57.765
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2020M02	145.266
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2020M01	129.023
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2019M12	148.719
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2019M11	161.816
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2019M10	208.173
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2019M09	241.831
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2019M08	438.877
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2019M07	341.356
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2019M06	213.115
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2019M05	205.266
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2019M04	190.217
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2019M03	145.861
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2019M02	125.958
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2019M01	111.602
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2018M12	145.967
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2018M11	159.435
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2018M10	198.879
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2018M09	232.065
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2018M08	409.023
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2018M07	331.941
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2018M06	197.600
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2018M05	170.188
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2018M04	168.387
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2018M03	159.821
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2018M02	117.828
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2018M01	101.197
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2017M12	136.098
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2017M11	160.019
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2017M10	200.488
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2017M09	239.832
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2017M08	453.863
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2017M07	339.292
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2017M06	212.008
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2017M05	177.134
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2017M04	210.235
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2017M03	147.822
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2017M02	114.122
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2017M01	96.859
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2016M12	125.534
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2016M11	142.776
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2016M10	209.234
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2016M09	250.818
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2016M08	451.746
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2016M07	343.670
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2016M06	193.602
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2016M05	160.710
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2016M04	139.514
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2016M03	172.705
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2016M02	128.675
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2016M01	99.339
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2015M12	129.534
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2015M11	122.523
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2015M10	187.152
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2015M09	234.351
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2015M08	419.621
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2015M07	296.794
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2015M06	199.522
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2015M05	178.678
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2015M04	176.767
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2015M03	135.598
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2015M02	106.907
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2015M01	93.272
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2014M12	119.814
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2014M11	137.021
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2014M10	183.392
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2014M09	232.319
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2014M08	406.686
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2014M07	268.312
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2014M06	180.628
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2014M05	171.427
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2014M04	159.925
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2014M03	134.327
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2014M02	117.009
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2014M01	108.556
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2013M12	129.914
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2013M11	144.059
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2013M10	161.088
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2013M09	208.764
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2013M08	387.432
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2013M07	259.814
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2013M06	162.223
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2013M05	163.745
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2013M04	132.190
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2013M03	146.663
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2013M02	109.691
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2013M01	104.000
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2012M12	119.270
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2012M11	140.525
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2012M10	182.992
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2012M09	189.680
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2012M08	364.365
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2012M07	263.602
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2012M06	176.051
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2012M05	155.081
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2012M04	171.742
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2012M03	131.297
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2012M02	111.986
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2012M01	99.942
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2011M12	124.816
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2011M11	137.240
